Category,Sub-Category,Product Name,similar_products,similar_products_vectors,top_similar_products,sku
Office Supplies,Fasteners,OIC Thumb-Tacks,Office Supplies Fasteners OIC Thumb-Tacks,"[-1.09417200e-01 -1.12090394e-01  2.65892386e-01 -1.31080210e-01
  2.88899601e-01 -4.06240404e-01 -2.60410011e-01  3.50799978e-01
  5.58492057e-02  3.86111997e-02 -1.35082394e-01 -4.73633826e-01
  3.80564034e-01  3.30479205e-01  3.00325993e-02  1.81301996e-01
 -1.29160002e-01 -8.82338062e-02 -9.39360037e-02 -6.48715198e-01
 -2.22181827e-01 -1.53286010e-01 -2.06672579e-01 -2.02521995e-01
 -1.06852017e-01 -2.72381186e-01  2.71730006e-01 -3.83923985e-02
 -2.53904052e-02  9.14399996e-02 -2.82053947e-02  1.10333599e-01
 -8.32730383e-02  5.20300046e-02 -2.77880013e-01  3.37913990e-01
 -1.55782014e-01  2.61600018e-02  2.52070010e-01  2.91996058e-02
 -1.94794014e-01 -1.39457986e-01  2.61440009e-01 -2.96484411e-01
  9.00593922e-02 -1.61960602e-01 -6.50325865e-02 -5.15985477e-04
 -4.37681615e-01 -2.15052009e-01 -1.35361999e-01  1.35103986e-01
  1.17952205e-01  3.68755996e-01 -2.90833954e-02 -5.89316010e-01
 -6.54419977e-03 -1.36297002e-01  8.42399955e-01  7.21753985e-02
  4.18149978e-02 -4.25671995e-01  1.81820395e-03  2.17225999e-01
 -4.52053882e-02 -6.17664084e-02  8.74740034e-02  1.24044001e-01
  2.19863772e-01 -4.08133939e-02  2.03016967e-01 -1.60243794e-01
 -1.11678004e-01 -1.36790007e-01  1.31980404e-01 -6.18940070e-02
 -9.97520089e-02  5.03100045e-02 -6.05640054e-01  3.16233724e-01
  4.93660048e-02 -5.50037324e-02 -1.35657400e-01  1.98047996e-01
 -4.24986035e-01 -8.84865969e-02  2.34010026e-01  3.00047994e-02
  3.95796436e-04 -3.71182039e-02  1.32011592e-01  2.46161014e-01
  6.49781972e-02 -1.77233189e-01  8.74320045e-02  6.94400677e-03
  3.76650006e-01 -3.83119993e-02  2.63146013e-01  4.35475931e-02]","['sku0295', 'sku0311', 'sku0133', 'sku0492', 'sku0129']",sku4872
Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2","Office Supplies Art Sanford EarthWrite Recycled Pencils, Medium Soft, #2","[-0.36408114  0.5808635  -0.10595752 -0.14647873  0.19001374 -0.13905016
  0.15206113  0.06289225 -0.12856874  0.32649362  0.04395233 -0.2924427
 -0.027481    0.26118526  0.14823213 -0.10323124  0.2996924   0.09232062
  0.31005874 -0.3415325  -0.04007488  0.178187    0.21179149 -0.26353
  0.0016025   0.20055938 -0.15351374 -0.19912086 -0.46488786  0.09198625
 -0.09527525  0.25559363 -0.29737926 -0.04342875 -0.25636736  0.24034762
  0.03538825 -0.04626688 -0.0339665  -0.3325175   0.09090437 -0.57634753
 -0.38309264 -0.22811362 -0.08973575 -0.13454224 -0.07960862 -0.21784525
 -0.04365975 -0.35466194  0.12084288  0.01393375  0.12742488  0.5000983
 -0.11653237 -1.3905783  -0.14150763 -0.0138825   1.0783312  -0.06336012
  0.15844475  0.34357536 -0.28688487  0.37747538  0.50832874 -0.090613
  0.7523625   0.03627314  0.18752949 -0.11173776 -0.05027182  0.23883268
  0.12515    -0.08537774  0.11463027  0.00362663 -0.02120126  0.2269034
 -0.3361013   0.07682537  0.38726723 -0.01752449 -0.31789464  0.19974244
 -0.69394374 -0.24279162  0.15038763  0.02228338  0.1273455  -0.1729825
  0.10013662 -0.1853695   0.17851889 -0.19095999 -0.39646226 -0.04583
 -0.16670126 -0.35762012  0.34302115  0.09994012]","['sku0132', 'sku0160', 'sku0402', 'sku1115', 'sku0058']",sku4893
Technology,Phones,PNY Rapid USB Car Charger - Black,Technology Phones PNY Rapid USB Car Charger - Black,"[-0.27309775  0.10033624  0.29487702 -0.34626436  0.2756451  -0.15086123
 -0.07458059  0.00310093  0.2785775   0.27792314  0.20733    -0.17239639
 -0.27069047  0.1619955   0.21287653 -0.0465425   0.13192634  0.1128901
  0.3062825   0.06355663  0.03574126 -0.40671813  0.02805499  0.04267363
  0.403965    0.1078225  -0.08208636 -0.04378748  0.06006425  0.13987501
 -0.03436612  0.5585319  -0.22229725  0.19071262  0.501754    0.03940063
 -0.0332307  -0.110268    0.646715    0.18847919  0.23037124 -0.59257245
 -0.01171649 -0.16588974 -0.41953188  0.07008825  0.47561753  0.14393249
  0.17670213 -0.2644238  -0.23987153  0.28735963 -0.10775076  0.39605224
  0.32122    -1.1272287  -0.4073375   0.2995564   1.2466162  -0.03747824
  0.14853163  0.07360774 -0.09435499  0.16321298  0.146315    0.05262162
  0.16576761 -0.13094494  0.3883086   0.20817687 -0.06110375  0.00790955
  0.05202361 -0.4375812  -0.05307613  0.181485    0.6279068   0.030485
 -0.37280914 -0.22509274  0.69095016 -0.19765477 -0.12381874  0.1398845
 -0.903418    0.09431749  0.29194513 -0.2478375  -0.10909713 -0.11164124
  0.13493963  0.31460947  0.02621012 -0.09129287 -0.09876662 -0.091124
 -0.10692513 -0.00282013  0.72332627 -0.13083999]","['sku0852', 'sku1340', 'sku0127', 'sku1612', 'sku1087']",sku4909
Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,Furniture Chairs Hon Every-Day Chair Series Swivel Task Chairs,"[-0.31039873  0.14478934  0.07001083 -0.02143787  0.31292847  0.10952301
 -0.084148    0.3591207  -0.3411969  -0.14384644  0.02055511 -0.4817648
  0.24829568  0.5862033  -0.00900589 -0.01390256 -0.19582517  0.378332
 -0.17929776 -0.45681465  0.11258589 -0.10386955  0.24435443 -0.37616444
  0.55421996 -0.20635724 -0.192496   -0.2937648  -0.04554556 -0.13384767
 -0.15686123  0.24329668 -0.1295289   0.041485   -0.4642306   0.2601233
 -0.25796998  0.09888612  0.43467337 -0.31200665 -0.09960221 -0.11364946
  0.2746039  -0.3713549  -0.2997162   0.27771556 -0.37890947  0.15200764
 -0.32686844 -0.3470053  -0.3356689  -0.15349777 -0.06007589  0.48734108
 -0.03957446 -1.2475673   0.13608478  0.25955778  0.8196444   0.17660433
 -0.07027566  0.15914188 -0.10955066  0.282804    0.24051555 -0.14844945
  0.39743146  0.36978477  0.11793233  0.09502111  0.29300898  0.1347191
  0.23770888 -0.238227   -0.16960555  0.03918389 -0.41098258  0.21707824
 -0.01116556 -0.26448968  0.0012711   0.08673056  0.05280955  0.04860444
 -0.63703537 -0.16140413  0.04184889 -0.3292529   0.03299534 -0.5351244
  0.32562643 -0.10540889  0.63263774  0.2682311   0.28066233  0.10608622
 -0.15654665 -0.20650288  0.87744606 -0.03792522]","['sku0408', 'sku0057', 'sku0084', 'sku0638', 'sku0484']",sku4918
Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors","Technology Phones SmartStand Mobile Device Holder, Assorted Colors","[-0.08231086  0.06987428  0.24907579 -0.17357615  0.39841002 -0.05880186
  0.09166103 -0.16742504  0.22411129  0.27833715  0.16279145 -0.40125245
 -0.01406252  0.02525     0.21823142 -0.09766857  0.23563385  0.15728597
  0.18522814 -0.24290286 -0.3478884  -0.36315218  0.38249603  0.05149571
  0.42214373 -0.01677429  0.29163715  0.12390286 -0.24059857  0.05365857
  0.02746215  0.5409748  -0.2728186   0.07606829  0.58483183  0.04565857
 -0.35159588  0.07973368  0.3196357  -0.15177026  0.18693256 -0.50265425
 -0.07593214 -0.3423243  -0.52196425 -0.13870099 -0.06932586  0.15080586
  0.14226428 -0.45624712  0.20054595  0.35258397  0.25291213  0.5538777
  0.21758734 -1.3006986  -0.29690713  0.14441542  1.4272541   0.11498202
  0.18705113  0.33381858  0.16588685  0.20021772  0.17709287 -0.01468573
  0.4858143  -0.05258201  0.419334    0.14830288 -0.05994556  0.13832344
  0.11966729 -0.23118494  0.27204227  0.24594928  0.332552   -0.15265943
 -0.37638015 -0.10296585  0.89757    -0.5397583  -0.21537057  0.10870617
 -1.3016251  -0.07345814  0.4449757  -0.25009656  0.21658155 -0.08044856
  0.1898243   0.39713392  0.30047825 -0.23127672 -0.1978384   0.05415801
 -0.25914285 -0.26631287  0.7412766  -0.11698641]","['sku0911', 'sku1313', 'sku0224', 'sku0827', 'sku0202']",sku4936
Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies Appliances Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,"[-4.44388688e-02  8.23199656e-03  2.74031252e-01 -4.94423695e-02
  1.72911122e-01 -3.43066394e-01 -8.50246251e-02 -1.36925012e-01
 -6.18003309e-04 -4.38097417e-02  2.16473714e-02 -4.64519888e-01
 -1.08622625e-01 -2.41950080e-02  8.74951184e-02 -1.80982500e-01
  1.22615755e-01  4.59258743e-02 -7.63472393e-02 -1.89331789e-02
  3.94707546e-02 -2.96373755e-01  1.22789249e-01  1.79509133e-01
  1.74768746e-01 -7.77086094e-02 -6.15887493e-02  1.25900060e-02
  2.58502439e-02 -1.06911629e-01  1.24983504e-01  1.12172753e-01
  1.87321633e-01  1.97940752e-01 -4.67346236e-02  3.77017528e-01
  9.20749456e-03 -6.26398697e-02  1.17378168e-01 -2.94009745e-01
  1.24130003e-01 -4.61338386e-02  1.71007439e-02 -1.09616883e-01
  4.48602498e-01  2.80826259e-03 -1.25871256e-01 -2.23464593e-01
  3.69403332e-01 -3.62897754e-01 -4.08859998e-02 -1.42487437e-02
  1.20736629e-01  3.19914997e-01 -7.31600448e-03 -1.18171132e+00
 -5.39913811e-02 -1.42983511e-01  1.01279879e+00  2.35861242e-01
  1.95512503e-01  4.97507453e-02 -4.65699751e-03  3.58949125e-01
  1.72831386e-01 -7.12824911e-02  7.63875619e-03 -1.04325503e-01
  1.33992493e-01  4.07116339e-02  1.64423004e-01 -2.47147858e-01
 -1.75025016e-02 -3.35791185e-02  4.55543771e-02 -1.34869993e-01
  1.01761751e-01  2.32378259e-01 -6.23000383e-01  2.37777263e-01
  4.40524399e-01 -1.06928743e-01 -2.00728238e-01  5.29327393e-01
 -6.85033798e-01 -2.27001891e-01  1.88962594e-02 -2.63531357e-01
  4.57982495e-02 -3.38111222e-01  2.78823674e-01  1.25456125e-01
  3.79352629e-01  1.88704997e-01 -2.75594622e-01  4.75237481e-02
  3.67823005e-01 -1.48486778e-01  3.72735620e-01  1.28936237e-02]","['sku0809', 'sku0144', 'sku0851', 'sku0096', 'sku1262']",sku4953
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Office Supplies Appliances Euro Pro Shark Stick Mini Vacuum,"[-2.48300448e-01  2.17564672e-01  1.97967544e-01 -2.86785752e-01
  3.98589158e-03 -1.39692232e-01  6.88228905e-02  5.58552220e-02
  9.14149582e-02  8.74589570e-03 -6.39154464e-02 -1.40941009e-01
  8.16258639e-02  1.89086124e-01 -9.37829614e-02  2.08692551e-01
  4.23752256e-02 -7.63988495e-03  1.31177992e-01 -2.24357605e-01
  2.61754781e-01  7.73044378e-02 -5.40982150e-02  1.42314564e-02
  1.48655534e-01 -7.75875747e-02 -2.39118889e-01 -2.76564419e-01
 -1.58007383e-01  2.31148213e-01  1.37455389e-01  3.62713546e-01
 -1.82895556e-01  2.59352252e-02  3.39003325e-01  2.45955676e-01
  5.71246557e-02  1.00817889e-01  1.38233334e-01 -5.34288883e-01
 -5.94811179e-02 -4.70835894e-01  1.36874437e-01 -3.32667470e-01
  6.80579841e-02  2.76785493e-02 -7.80840963e-02 -1.14969544e-01
 -7.91899115e-02 -4.81814653e-01 -1.51972681e-01  1.49386331e-01
 -6.12073392e-02  6.09733760e-01  1.22401118e-02 -1.51664352e+00
  7.67609999e-02  7.62017816e-02  1.16381884e+00  3.76413673e-01
  1.62072554e-01 -6.24511391e-02 -3.00406098e-01  4.82995570e-01
  2.42792547e-01  2.37464011e-01  1.05749965e-02 -1.98033437e-01
  1.31259993e-01 -2.16519669e-01  2.01617777e-01 -9.18248817e-02
  1.14769842e-02 -1.26110762e-01 -1.35205567e-01  3.01033678e-03
  1.33599997e-01  1.80430979e-01 -4.89015520e-01  1.05781995e-01
  6.45294130e-01 -1.52184427e-01 -1.86838657e-01  2.30405539e-01
 -5.98637819e-01 -4.65781167e-02  1.65998891e-01  1.13573998e-01
  1.15485996e-01 -2.17244431e-01  3.12496662e-01  3.67487222e-01
  9.06224072e-04 -9.99347642e-02 -1.40485674e-01 -1.06019996e-01
  1.88356683e-01  5.59916571e-02  6.69783354e-01 -1.73282232e-02]","['sku1257', 'sku0842', 'sku1028', 'sku0356', 'sku0191']",sku4997
Office Supplies,Paper,Astroparche Fine Business Paper,Office Supplies Paper Astroparche Fine Business Paper,"[-2.56482512e-01  1.71585321e-01 -2.32571676e-01 -2.42961511e-01
  2.72651315e-01 -3.28420013e-01 -9.36116651e-02  2.73613989e-01
  7.54526705e-02  2.34350324e-01  1.89849675e-01 -3.43336493e-01
  2.18536019e-01  3.40291649e-01 -3.10840517e-01 -1.21174999e-01
  4.35317993e-01 -1.01799995e-01  2.31189668e-01 -4.07431632e-01
 -4.06333357e-02  2.27213338e-01 -1.40382349e-03 -2.93221682e-01
  7.06783161e-02 -2.55544662e-01  4.23283391e-02 -4.22133327e-01
 -4.17184979e-01  1.57997012e-04  1.01572178e-01  4.55659986e-01
 -2.26593331e-01 -3.85993332e-01 -4.17672843e-01  4.15519983e-01
 -8.77299979e-02 -3.46246324e-02 -1.27066672e-01 -3.53061676e-01
 -1.27495512e-01 -6.85098350e-01 -2.74564981e-01 -3.94201666e-01
 -7.91891590e-02 -2.46931329e-01 -2.02763319e-01 -3.85978490e-01
 -1.90389857e-01 -5.20668328e-01  4.18723345e-01 -9.76399779e-02
  3.03937167e-01  8.57450068e-01 -1.50044993e-01 -1.85523331e+00
 -2.95283347e-01  1.97366681e-02  1.92441666e+00  1.82353675e-01
 -3.77160683e-02  1.27248332e-01 -6.23163164e-01  1.31463662e-01
  4.74876076e-01 -2.93618321e-01  6.05248332e-01  2.76376635e-01
  4.55966622e-01 -8.25678185e-02 -5.24616651e-02  3.21428806e-01
  7.98083395e-02 -2.36575007e-01  2.48298660e-01  2.78291821e-01
  7.72566572e-02  3.34613323e-01 -8.79478276e-01  3.02767187e-01
  5.84273338e-01  1.59720019e-01 -4.30142850e-01  1.56077325e-01
 -1.06175005e+00 -4.95707363e-01  1.96623668e-01 -2.86118001e-01
 -3.35676633e-02 -3.17038327e-01  3.26574475e-01 -1.85189173e-01
  3.15750510e-01 -1.75015256e-01 -4.44439977e-01  2.54645020e-01
  1.09892987e-01 -2.75034994e-01  7.46208370e-01  2.47328818e-01]","['sku0694', 'sku1067', 'sku1385', 'sku1147', 'sku0566']",sku5004
Technology,Machines,Zebra ZM400 Thermal Label Printer,Technology Machines Zebra ZM400 Thermal Label Printer,"[-0.16389167  0.02161983  0.09813333 -0.164732    0.26157168 -0.41477636
  0.4458783  -0.07286832  0.16385199  0.38784298 -0.02828    -0.40932003
  0.183297   -0.012704    0.16259499 -0.07547566  0.51385003 -0.09146168
  0.56482834 -0.26998648 -0.23586683 -0.29825267  0.08743333 -0.19280933
  0.44719902  0.3209995   0.29375333 -0.14668827 -0.14662616 -0.11201266
  0.11806717  0.5428496  -0.5301642   0.33112714  0.30606666 -0.02907167
 -0.18776266 -0.301121    0.6053245  -0.59879166  0.11110166 -0.25635996
 -0.5377383  -0.31589782 -0.512865   -0.14734001  0.04160784 -0.05311286
  0.2525247  -0.05710302 -0.01198789  0.22375    -0.12923968  0.66522664
  0.04814984 -1.1598867  -0.21402568  0.24214001  0.9832466  -0.14003667
  0.44609666  0.304715   -0.35951665  0.6751184   0.331       0.15036665
  0.39143002 -0.12929283  0.41377768  0.01       -0.24141167  0.1658625
  0.15751217 -0.10067433  0.07441166 -0.13067774  0.358819    0.02788933
 -0.50123334  0.04881851  0.52192    -0.0928703  -0.245785    0.51719487
 -0.7762417   0.284465    0.54784    -0.4222417   0.11680117  0.05634833
  0.00236867  0.1612225   0.1800155  -0.07147833 -0.2265795  -0.1576345
 -0.182549   -0.35988334  0.6403032  -0.23600167]","['sku1811', 'sku1821', 'sku1762', 'sku1376', 'sku0389']",sku5007
Office Supplies,Storage,Letter Size File,Office Supplies Storage Letter Size File,"[-3.28007013e-01  2.73391664e-01  3.84816676e-01 -6.68481663e-02
  1.54814333e-01 -9.48616564e-02 -1.12935983e-01  2.63383836e-01
  2.47655824e-01  3.56339365e-01  2.08504677e-01 -3.03144991e-01
  1.11544825e-01  3.69016640e-02  5.29128201e-02 -4.06933315e-02
  3.11238319e-01  1.41328499e-01 -1.58106327e-01 -3.28234494e-01
 -2.53889829e-01 -3.61772999e-02 -5.30608296e-02  2.93753352e-02
 -9.25008357e-02 -2.53312826e-01 -7.91359991e-02 -1.03172988e-01
 -1.31878316e-01  2.33511671e-01  7.21500456e-01  1.68153822e-01
 -9.27833393e-02 -8.28998014e-02  4.65066582e-02  4.40921158e-01
  2.01871648e-01 -1.10789001e-01  3.25583190e-01 -3.48506421e-01
  1.24843337e-01 -7.09228218e-01  1.07513331e-01 -3.99109989e-01
  2.13204697e-01 -1.73066556e-03 -2.54051656e-01 -3.35199982e-01
  8.45029727e-02 -2.51270026e-01  6.02323353e-01 -9.85487998e-02
  3.10757309e-01  7.60026634e-01 -4.94533442e-02 -1.57720339e+00
 -9.69031677e-02 -4.64058310e-01  1.94598329e+00  3.45952660e-01
 -1.33275166e-01  9.35061574e-02 -1.16529830e-01  2.74994999e-01
  7.20844984e-01 -1.33073330e-01  2.79404998e-01  1.39813334e-01
  4.26430315e-01  4.49040085e-02  1.30249843e-01  1.30821839e-01
  2.16127157e-01 -4.68311995e-01  3.54334682e-01  3.15283835e-01
  1.04649998e-01  3.25076617e-02 -8.82313311e-01  3.73243481e-01
  4.18312520e-01 -8.98558274e-02 -4.28772807e-01 -1.12393327e-01
 -1.03270829e+00 -9.17871669e-02  5.85759997e-01 -3.31775993e-01
 -9.61330608e-02  2.09183302e-02  1.14446647e-01  1.97810829e-01
  2.27070197e-01  6.67133331e-02 -1.86166558e-02 -8.99416581e-02
  2.08693311e-01 -2.25229487e-01  6.52368367e-01 -5.05726598e-02]","['sku0118', 'sku0427', 'sku1027', 'sku0451', 'sku0762']",sku5014
Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology Phones Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,"[-1.00957856e-01  6.68384284e-02  4.21171427e-01 -1.99047431e-01
  2.13194698e-01 -1.49864271e-01  1.04046755e-01 -1.57792374e-01
  2.27143571e-01  1.91104963e-01 -3.04776691e-02 -1.29840121e-01
  1.65671721e-01  1.41257867e-01  1.73007146e-01 -1.62511721e-01
  7.23402947e-02  1.36888698e-01  2.84966856e-01 -7.55044371e-02
 -9.25483108e-02 -4.96286422e-01  3.35610002e-01  7.88185745e-02
  6.02194250e-01  4.34847146e-01  3.25273126e-01 -1.53971434e-01
 -1.96877360e-01  2.17600074e-02  4.23842877e-01  8.05507839e-01
 -1.01035587e-01 -1.54914393e-03  1.97554588e-01  2.33286992e-01
 -3.05576503e-01 -3.11531518e-02  3.52717131e-01 -3.78008075e-02
 -1.66940004e-01 -5.86998522e-01 -6.32402673e-02 -4.47039753e-01
 -4.83839005e-01 -1.30581427e-02  2.26329878e-01  1.04647137e-01
  3.35072279e-01 -4.41605717e-01  4.88109663e-02  1.37676850e-01
  1.04765005e-01  7.96542823e-01 -2.86028553e-02 -1.68939435e+00
 -3.45193535e-01 -1.27528561e-02  1.62864864e+00  1.77435711e-01
  9.63956583e-03  5.03574312e-01 -8.32607001e-02  1.17319703e-01
  5.99919021e-01  9.22690108e-02  4.86288577e-01 -6.07438609e-02
  2.84003109e-01  1.91764347e-02  1.42636448e-01  1.93867639e-01
 -1.58067137e-01 -2.85769969e-01  1.30738139e-01  1.38261437e-01
  3.76941450e-02 -1.15573578e-01 -4.41904724e-01  1.55111533e-02
  7.91964233e-01 -3.28112990e-01 -1.40080139e-01  1.83312729e-01
 -1.43124700e+00 -4.48944308e-02  3.75078291e-01  2.70527564e-02
 -3.96598652e-02 -1.17199980e-01  1.92592859e-01 -4.71131988e-02
  7.40928575e-02 -1.40221998e-01 -1.07122593e-01  5.20657226e-02
 -3.43208998e-01 -3.60018730e-01  7.28785813e-01 -1.26234427e-01]","['sku0404', 'sku0864', 'sku0105', 'sku0120', 'sku1699']",sku5015
Technology,Phones,Samsung Galaxy S4,Technology Phones Samsung Galaxy S4,"[ 0.2063735   0.03300999  0.6063775  -0.04049624  0.28598326 -0.31058502
  0.2321668  -0.09402192  0.36137223  0.1294725   0.267023   -0.342022
 -0.10439976 -0.23888999  0.109294   -0.34477377  0.28293002  0.46566772
  0.64197254 -0.03412375 -0.08016998 -0.4210463  -0.14220926  0.602265
  0.29934502  0.058805    0.398475    0.4479975  -0.19423775  0.00387
 -0.1423225   0.7401975  -0.30598503  0.08124175  0.49221    -0.10977
 -0.11197251 -0.08455249  0.13492    -0.31912637  0.08054075 -0.3096645
 -0.395328   -0.12788    -0.7239075   0.30677825  0.3034975   0.4809525
  0.4290725  -0.38507253  0.11826167 -0.00441601 -0.03455149  0.08098
  0.279365   -1.3295625  -0.60692     0.11586501  1.3766099   0.33587152
 -0.09498075  0.18823248 -0.17825499  0.02169751 -0.10381     0.172447
  0.29414     0.64871824  0.45697996  0.6747725   0.26597002  0.16212101
  0.15485749 -0.82274747 -0.34058    -0.04164499  0.4910225  -0.088308
 -0.6197075   0.0971095   1.4313749  -0.17537451 -0.36718     0.11197826
 -1.166335   -0.073075    0.21215999 -0.086975    0.4038278  -0.07579
  0.179065    0.52423435  0.20913224 -0.133945    0.01502751  0.0355
 -0.3179675  -0.2671625   0.75001    -0.089498  ]","['sku1136', 'sku0421', 'sku0878', 'sku0753', 'sku1595']",sku5017
Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture Chairs Office Star Flex Back Scooter Chair with Aluminum Finish Frame,"[-0.11989831  0.3094679   0.1896111  -0.20646201  0.13789764 -0.07923699
 -0.12752372  0.47171193 -0.29659274  0.11548872  0.20093781 -0.3164727
  0.06075946  0.33256692 -0.17952634  0.02942818  0.10762031  0.15989
 -0.02995512 -0.56069714  0.20143527  0.1054029   0.04222972 -0.01173873
  0.47036    -0.11129928 -0.27509275 -0.41070092  0.0905009  -0.17371093
  0.02080209  0.28018224 -0.16644655 -0.00617991 -0.14569946  0.48327273
 -0.06578764  0.21825546  0.29132545 -0.0505782   0.00932856 -0.3333407
  0.28164497 -0.30781874 -0.27845636  0.23183508 -0.3274853  -0.07282618
  0.06511672 -0.57201695 -0.25569117 -0.17068592 -0.02682673  0.7165546
  0.08472855 -1.5529698  -0.3623927   0.28536636  1.1842355   0.26209882
 -0.00885881  0.3815389  -0.15812172  0.6609764   0.30599782 -0.21093664
  0.6629455   0.31836298 -0.19350336 -0.01091454  0.23964034  0.19928135
  0.17409264 -0.21680297  0.11891894 -0.03824018  0.04705091  0.1570925
 -0.09794147 -0.262997   -0.06818873  0.05941172 -0.08563227  0.09969354
 -0.36707163 -0.2511237   0.23186173 -0.0553971  -0.04965091 -0.42845803
  0.19529828 -0.13860963  0.2748412   0.17138784  0.07778408 -0.11005263
  0.05418013 -0.09762182  0.8217073  -0.06984445]","['sku0906', 'sku0542', 'sku1120', 'sku0894', 'sku0396']",sku5028
Technology,Phones,Samsung Convoy 3,Technology Phones Samsung Convoy 3,"[-0.311499   -0.163055    0.5571375  -0.00236624  0.4096225  -0.4833725
  0.21145931  0.05569309  0.58818996  0.272245    0.5271975  -0.21202199
  0.15659775 -0.03671249  0.2240465  -0.29716375  0.252935    0.01585771
  0.17936    -0.05643675  0.313845   -0.5116113   0.31113723  0.41187596
 -0.02500251  0.216395   -0.14172998  0.39117    -0.00783001  0.054203
 -0.138745    0.6799737  -0.15242752 -0.04238925  0.378845   -0.18234
 -0.06780501  0.00466751  0.2995275   0.02140114 -0.0192175  -0.3106195
 -0.04384798 -0.021365   -0.39234498  0.03940824 -0.04325499  0.3646585
  0.25083    -0.45118752  0.01045917  0.24531749  0.05827101  0.41640502
  0.0767425  -1.0446125  -0.70112747 -0.07721749  1.5185975   0.19851401
  0.01350075 -0.0307675  -0.051795    0.226885   -0.21342349  0.0794495
  0.10555002  0.21170075  0.4846202   0.653065    0.03825001 -0.139034
  0.01333249 -0.8958575  -0.2195525   0.45159     0.55033     0.0262255
 -0.49936002 -0.096498    1.3690099  -0.136262   -0.05610624  0.22974324
 -1.3065075  -0.1969525   0.4311525  -0.3239175   0.12390777 -0.20530999
  0.3938075   0.34445435  0.2693175  -0.06429225 -0.01018499  0.10992528
 -0.15271875  0.0132325   0.95155     0.24567701]","['sku1595', 'sku1313', 'sku0911', 'sku1136', 'sku1122']",sku5087
